mean,mean,mean,mean,mean,mean,std,std,std,std,std,std
3,3,5,5,7,7,3,3,5,5,7,7
ADVANCED,BASIC,ADVANCED,BASIC,ADVANCED,BASIC,ADVANCED,BASIC,ADVANCED,BASIC,ADVANCED,BASIC
0.92534709194,0.8974358974500001,0.93534709194,,,,0.01774674833396262,0.036261886227386415,0.013463646531642354,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.92534709194,0.91153846155,0.9299812382800001,,,,0.01774674833396262,0.01631784881293043,0.020964140652946016,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.92534709194,0.91153846155,0.93073170732,,,,0.01774674833396262,0.01631784881293043,0.02072094412072037,,,
0.95,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.97048780488,0.96280487805,0.96536585366,,,,0.011453031105357971,0.018108832202843508,0.014027041108175469,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.01402704110817548,,,,,
0.97048780488,0.96280487805,0.97048780488,,,,0.011453031105357971,0.018108832202843508,0.011453031105357956,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.97048780488,0.96280487805,0.9756097561000001,,,,0.011453031105357956,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175483,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.96024390244,,,,,,0.01402704110817548,,,,,
0.9756097561000001,0.9756097561,0.97048780488,,,,0.0,0.0,0.011453031105357956,,,
0.95,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.01402704110817548,,,,,
0.96536585366,0.9756097561,0.96536585366,,,,0.014027041108175492,0.0,0.014027041108175492,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.01402704110817548,,,,,
0.97048780488,0.96280487805,0.9756097561000001,,,,0.011453031105357956,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175459,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175469,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175469,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.94536585366,,,,,,0.010362266233921872,,,,,
0.96024390244,,,,,,0.01402704110817548,,,,,
0.97048780488,0.96280487805,0.97048780488,,,,0.011453031105357971,0.018108832202843508,0.011453031105357971,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.91972482802,0.89736842105,0.9250906816800001,,,,0.03380086793337911,0.003721614641545536,0.031966533265157845,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9235439913200001,0.89736842105,0.9235439913200001,,,,0.01962779656341466,0.003721614641545536,0.01962779656341466,,,
0.9509756097600001,,,,,,0.024396340699020358,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.92429446036,0.89736842105,0.9289286067000001,,,,0.019677147055355605,0.003721614641545536,0.02288959053991906,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.96536585366,,,,,,0.014027041108175483,,,,,
0.92921200752,0.89736842105,0.9345966229,,,,0.011733881072141546,0.003721614641545536,0.014144493775105524,,,
0.9556097561,,,,,,0.020562436656491614,,,,,
0.9556097561,,,,,,0.020562436656491614,,,,,
0.9250906816800001,0.9089068826,0.9299812382800001,,,,0.03196653326515784,0.020039463454475968,0.020964140652946016,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9345966229,0.9089068826,0.92434021264,,,,0.014144493775105524,0.020039463454475968,0.031959558496845106,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.9509756097600001,,,,,,0.024396340699020358,,,,,
0.9353658536600001,0.8858974359,0.93073170732,,,,0.02217031580746378,0.01994403741445591,0.020720944120720362,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9353658536600001,0.8974358974500001,0.9353658536600001,,,,0.02217031580746378,0.036261886227386415,0.02217031580746378,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.92434021264,0.8858974359,0.91972482802,,,,0.03195955849684511,0.01994403741445591,0.03380086793337911,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9299812382800001,0.8974358974500001,0.9299812382800001,,,,0.020964140652946016,0.036261886227386415,0.020964140652946016,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.9204565353399999,0.9,0.92434021264,,,,0.028994003598741085,0.0,0.031959558496845106,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.92434021264,0.9089068826,0.9299812382800001,,,,0.031959558496845106,0.020039463454475968,0.020964140652946016,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9189555972600001,0.91341463415,0.92534709194,,,,0.028652462007661073,0.018971157549203265,0.017746748333962642,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.9307129456000001,0.8974358974500001,0.93534709194,,,,0.010903533316781658,0.036261886227386415,0.013463646531642354,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.93073170732,0.8974358974500001,0.9343132220800001,,,,0.02072094412072037,0.036261886227386415,0.024292614212125897,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.9299812382800001,0.8974358974500001,0.93534709194,,,,0.020964140652946016,0.036261886227386415,0.013463646531642354,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.9189555972600001,0.91341463415,0.9250449294,,,,0.028652462007661084,0.018971157549203265,0.01969065324186557,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.92534709194,0.8974358974500001,0.93073170732,,,,0.01774674833396262,0.036261886227386415,0.02072094412072037,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.97048780488,0.9500000000000001,0.97048780488,,,,0.011453031105357971,0.0,0.01145303110535794,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9756097561000001,0.9756097561,0.97048780488,,,,0.0,0.0,0.011453031105357971,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.97048780488,0.96280487805,0.97048780488,,,,0.011453031105357971,0.018108832202843508,0.01145303110535794,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.97048780488,0.9500000000000001,0.96536585366,,,,0.011453031105357956,0.0,0.014027041108175483,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175483,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.9551219512200001,,,,,,0.01145303110535794,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.96280487805,0.97048780488,,,,0.0,0.018108832202843508,0.011453031105357971,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.96536585366,,,,0.0,0.0,0.014027041108175492,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.96536585366,,,,,,0.014027041108175459,,,,,
0.97048780488,0.96280487805,0.9756097561000001,,,,0.011453031105357971,0.018108832202843508,0.0,,,
0.95,,,,,,0.0,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.96536585366,,,,,,0.014027041108175469,,,,,
0.9756097561000001,0.96280487805,0.97048780488,,,,0.0,0.018108832202843508,0.011453031105357971,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175492,,,,,
0.97048780488,0.9756097561,0.9756097561000001,,,,0.011453031105357956,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.97048780488,,,,,,0.01145303110535794,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.95,,,,,,0.0,,,,,
0.97048780488,,,,,,0.011453031105357956,,,,,
0.9756097561000001,0.96280487805,0.97048780488,,,,0.0,0.018108832202843508,0.011453031105357971,,,
0.95,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.92534709194,0.9,0.9150906816800001,,,,0.01774674833396262,0.0,0.02998543464738239,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148333,,,,,
0.92534709194,0.8974358974500001,0.93534709194,,,,0.01774674833396262,0.036261886227386415,0.013463646531642354,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.95608594658,,,,,,0.02042717080247748,,,,,
0.90434021264,0.8858974359,0.91534709194,,,,0.022100316995764136,0.01994403741445591,0.014093416013479654,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96585365854,,,,,,0.02181529733927984,,,,,
0.9307129456000001,0.8974358974500001,0.9360975609800001,,,,0.010903533316781658,0.036261886227386415,0.012691132425990062,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9607317073200001,,,,,,0.021957993533148326,,,,,
0.9199812382800001,0.9,0.92534709194,,,,0.02095295087371951,0.0,0.01774674833396262,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.91536585366,0.9,0.93073170732,,,,0.022579096217578695,0.0,0.02072094412072037,,,
0.9514518002399999,,,,,,0.024395773940769378,,,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9207317073200001,0.9,0.9150906816800001,,,,0.02115774582166106,0.0,0.02998543464738239,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9360975609800001,0.9,0.9207317073200001,,,,0.012691132425990062,0.0,0.02115774582166106,,,
0.95167868622,,,,,,0.02468023351052331,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9207317073200001,0.91341463415,0.91534709194,,,,0.02115774582166106,0.018971157549203265,0.014093416013479654,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.92534709194,0.91341463415,0.9314634146399999,,,,0.01774674833396262,0.018971157549203265,0.01036226623392188,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9207317073200001,0.9,0.9207317073200001,,,,0.02115774582166106,0.0,0.02115774582166106,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9260975609800001,0.9,0.9314634146399999,,,,0.017706040403038067,0.0,0.01036226623392188,,,
0.95656213706,,,,,,0.020277029351012943,,,,,
0.9514518002399999,,,,,,0.02439577394076937,,,,,
0.9207317073200001,0.91341463415,0.9207317073200001,,,,0.02115774582166106,0.018971157549203265,0.02115774582166106,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9207317073200001,0.9,0.9260975609800001,,,,0.02115774582166106,0.0,0.017706040403038067,,,
0.95656213706,,,,,,0.020277029351012943,,,,,
0.95608594658,,,,,,0.02042717080247748,,,,,
0.9260975609800001,0.91341463415,0.9207317073200001,,,,0.017706040403038067,0.018971157549203265,0.02115774582166106,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.95656213706,,,,,,0.020277029351012943,,,,,
0.9260975609800001,0.9,0.9207317073200001,,,,0.017706040403038067,0.0,0.02115774582166106,,,
0.95656213706,,,,,,0.020277029351012943,,,,,
0.9612078977999999,,,,,,0.021691275313318277,,,,,
0.9260975609800001,0.9,0.9260975609800001,,,,0.017706040403038067,0.0,0.017706040403038067,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.95656213706,,,,,,0.020277029351012943,,,,,
0.9260975609800001,0.9,0.91536585366,,,,0.017706040403038067,0.0,0.022579096217578695,,,
0.9360975609800001,,,,,,0.012691132425990062,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9500000000000001,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.9360975609800001,,,,,,0.012691132425990062,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.97048780488,0.96280487805,0.9756097561000001,,,,0.011453031105357971,0.018108832202843508,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.93193960512,,,,,,0.011427060517440107,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.96280487805,0.9756097561000001,,,,0.0,0.018108832202843508,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.95,,,,,,0.0,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9224157956000001,,,,,,0.009868824974039495,,,,,
0.97048780488,,,,,,0.01145303110535794,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9224157956000001,,,,,,0.009868824974039528,,,,,
0.9551219512200001,,,,,,0.011453031105357944,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9224157956000001,,,,,,0.009868824974039528,,,,,
0.9607317073200001,,,,,,0.021957993533148343,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.92752613242,,,,,,0.01686289561566021,,,,,
0.96536585366,,,,,,0.014027041108175469,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9268292683,,,,,,0.0,,,,,
0.96536585366,,,,,,0.014027041108175492,,,,,
0.9756097561000001,0.9756097561,0.9756097561000001,,,,0.0,0.0,0.0,,,
0.9556097561,,,,,,0.02056243665649162,,,,,
0.9497373358400001,,,,,,0.018576643365797122,,,,,
0.9289286067000001,0.89736842105,0.93,,,,0.022889590539919045,0.003721614641545536,0.027386127875258317,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.95,,,,,,0.0,,,,,
0.9446153846200002,0.9,0.92972482802,,,,0.012040366022370873,0.0,0.03390247738071269,,,
0.9504878048800001,,,,,,0.017259436889786647,,,,,
0.95,,,,,,0.0,,,,,
0.9189555972600001,0.8858974359,0.9345966229,,,,0.028652462007661077,0.01994403741445591,0.014144493775105509,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.95,,,,,,0.0,,,,,
0.9392307692400002,0.9249530957000001,0.9446153846200002,,,,0.014746376535576321,0.0026533087362728357,0.012040366022370873,,,
0.9556097561,,,,,,0.02056243665649162,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.92846153848,0.91153846155,0.92897435898,,,,0.01204036602237089,0.016317848812930507,0.034023911610190485,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9345966229,0.9230769231,0.93384615386,,,,0.014144493775105536,0.0,0.0147463765355763,,,
0.94097560976,,,,,,0.0334600012477985,,,,,
0.9556097561,,,,,,0.020562436656491614,,,,,
0.9299812382800001,0.9268292683,0.94536585366,,,,0.020964140652946016,0.0,0.010362266233921889,,,
0.9556097561,,,,,,0.02056243665649162,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.93461538462,0.925,0.93534709194,,,,0.022591038697958636,0.03535533905932741,0.013463646531642354,,,
0.9463414634199999,,,,,,0.026718173534165553,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9245966229,0.91341463415,0.92534709194,,,,0.01774774004356606,0.018971157549203265,0.017746748333962614,,,
0.9556097561,,,,,,0.02056243665649162,,,,,
0.9551219512200001,,,,,,0.011453031105357971,,,,,
0.9353658536600001,0.91341463415,0.94073170732,,,,0.02217031580746378,0.018971157549203265,0.01269113242599005,,,
0.95608594658,,,,,,0.02042717080247749,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.9245966229,0.91341463415,0.9345966229,,,,0.01774774004356606,0.018971157549203265,0.014144493775105505,,,
0.95609756098,,,,,,0.026718173534165564,,,,,
0.96024390244,,,,,,0.014027041108175492,,,,,
0.94073170732,0.9249530957000001,0.93461538462,,,,0.012691132425990057,0.0026533087362727572,0.022591038697958636,,,
0.95608594658,,,,,,0.0204271708024775,,,,,
